Date,Year,Quarter,Method of entry,Nationality,Region,Sex,Age Group,Number of detections
2020-09-30,2020,3,Small boat arrivals,Refugee,Other,Female,18 to 24,1
2020-09-30,2020,3,Small boat arrivals,Refugee,Other,Female,25 to 39,2
2020-09-30,2020,3,Small boat arrivals,Refugee,Other,Female,40 and over,4
2020-09-30,2020,3,Small boat arrivals,Refugee,Other,Male,17 and under,4
2020-09-30,2020,3,Small boat arrivals,Refugee,Other,Male,18 to 24,5
2020-09-30,2020,3,Small boat arrivals,Refugee,Other,Male,25 to 39,23
2020-09-30,2020,3,Small boat arrivals,Refugee,Other,Male,40 and over,7
2020-09-30,2020,3,Small boat arrivals,Russia,Europe Other,Male,25 to 39,1
2020-09-30,2020,3,Small boat arrivals,Senegal,Africa Sub-Saharan,Male,17 and under,1
2020-09-30,2020,3,Small boat arrivals,Senegal,Africa Sub-Saharan,Male,18 to 24,2
2020-09-30,2020,3,Small boat arrivals,Senegal,Africa Sub-Saharan,Male,25 to 39,5
2020-09-30,2020,3,Small boat arrivals,Sierra Leone,Africa Sub-Saharan,Male,17 and under,1
2020-09-30,2020,3,Small boat arrivals,Sierra Leone,Africa Sub-Saharan,Male,18 to 24,1
2020-09-30,2020,3,Small boat arrivals,Somalia,Africa Sub-Saharan,Female,18 to 24,1
2020-09-30,2020,3,Small boat arrivals,Somalia,Africa Sub-Saharan,Male,17 and under,2
2020-09-30,2020,3,Small boat arrivals,Somalia,Africa Sub-Saharan,Male,18 to 24,1
2020-09-30,2020,3,Small boat arrivals,Somalia,Africa Sub-Saharan,Male,40 and over,1
2020-09-30,2020,3,Small boat arrivals,South Sudan,Africa Sub-Saharan,Male,17 and under,7
2020-09-30,2020,3,Small boat arrivals,South Sudan,Africa Sub-Saharan,Male,18 to 24,11
2020-09-30,2020,3,Small boat arrivals,South Sudan,Africa Sub-Saharan,Male,25 to 39,6
2020-09-30,2020,3,Small boat arrivals,Sri Lanka,Asia South,Male,18 to 24,1
2020-09-30,2020,3,Small boat arrivals,Sri Lanka,Asia South,Male,25 to 39,12
2020-09-30,2020,3,Small boat arrivals,Stateless,Other,Female,17 and under,35
2020-09-30,2020,3,Small boat arrivals,Stateless,Other,Female,18 to 24,5
2020-09-30,2020,3,Small boat arrivals,Stateless,Other,Female,25 to 39,13
2020-09-30,2020,3,Small boat arrivals,Stateless,Other,Female,40 and over,20
2020-09-30,2020,3,Small boat arrivals,Stateless,Other,Male,17 and under,56
2020-09-30,2020,3,Small boat arrivals,Stateless,Other,Male,18 to 24,18
2020-09-30,2020,3,Small boat arrivals,Stateless,Other,Male,25 to 39,82
2020-09-30,2020,3,Small boat arrivals,Stateless,Other,Male,40 and over,37
2020-09-30,2020,3,Small boat arrivals,Sudan,Africa North,Female,17 and under,2
2020-09-30,2020,3,Small boat arrivals,Sudan,Africa North,Female,18 to 24,1
2020-09-30,2020,3,Small boat arrivals,Sudan,Africa North,Female,25 to 39,2
2020-09-30,2020,3,Small boat arrivals,Sudan,Africa North,Female,40 and over,2
2020-09-30,2020,3,Small boat arrivals,Sudan,Africa North,Male,17 and under,138
2020-09-30,2020,3,Small boat arrivals,Sudan,Africa North,Male,18 to 24,231
2020-09-30,2020,3,Small boat arrivals,Sudan,Africa North,Male,25 to 39,362
2020-09-30,2020,3,Small boat arrivals,Sudan,Africa North,Male,40 and over,41
2020-09-30,2020,3,Small boat arrivals,Syria,Middle East,Female,17 and under,7
2020-09-30,2020,3,Small boat arrivals,Syria,Middle East,Female,18 to 24,5
2020-09-30,2020,3,Small boat arrivals,Syria,Middle East,Female,25 to 39,6
2020-09-30,2020,3,Small boat arrivals,Syria,Middle East,Female,40 and over,1
2020-09-30,2020,3,Small boat arrivals,Syria,Middle East,Male,17 and under,18
2020-09-30,2020,3,Small boat arrivals,Syria,Middle East,Male,18 to 24,108
2020-09-30,2020,3,Small boat arrivals,Syria,Middle East,Male,25 to 39,151
2020-09-30,2020,3,Small boat arrivals,Syria,Middle East,Male,40 and over,24
2020-09-30,2020,3,Small boat arrivals,Tajikistan,Asia Central,Female,18 to 24,1
2020-09-30,2020,3,Small boat arrivals,Tajikistan,Asia Central,Male,25 to 39,1
2020-09-30,2020,3,Small boat arrivals,Turkey,Europe Other,Male,18 to 24,1
2020-09-30,2020,3,Small boat arrivals,Turkey,Europe Other,Male,25 to 39,2
2020-09-30,2020,3,Small boat arrivals,Turkey,Europe Other,Male,40 and over,2
2020-09-30,2020,3,Small boat arrivals,Vietnam,Asia South East,Male,17 and under,12
2020-09-30,2020,3,Small boat arrivals,Vietnam,Asia South East,Male,18 to 24,7
2020-09-30,2020,3,Small boat arrivals,Vietnam,Asia South East,Male,25 to 39,22
2020-09-30,2020,3,Small boat arrivals,Yemen,Middle East,Female,17 and under,3
2020-09-30,2020,3,Small boat arrivals,Yemen,Middle East,Female,18 to 24,2
2020-09-30,2020,3,Small boat arrivals,Yemen,Middle East,Female,25 to 39,2
2020-09-30,2020,3,Small boat arrivals,Yemen,Middle East,Female,40 and over,2
2020-09-30,2020,3,Small boat arrivals,Yemen,Middle East,Male,17 and under,3
2020-09-30,2020,3,Small boat arrivals,Yemen,Middle East,Male,18 to 24,21
2020-09-30,2020,3,Small boat arrivals,Yemen,Middle East,Male,25 to 39,88
2020-09-30,2020,3,Small boat arrivals,Yemen,Middle East,Male,40 and over,12
2020-12-31,2020,4,Inadequately documented air arrivals,Afghanistan,Asia Central,Female,17 and under,1
2020-12-31,2020,4,Inadequately documented air arrivals,Afghanistan,Asia Central,Female,25 to 39,2
2020-12-31,2020,4,Inadequately documented air arrivals,Afghanistan,Asia Central,Male,17 and under,3
2020-12-31,2020,4,Inadequately documented air arrivals,Afghanistan,Asia Central,Male,18 to 24,4
2020-12-31,2020,4,Inadequately documented air arrivals,Afghanistan,Asia Central,Male,25 to 39,11
2020-12-31,2020,4,Inadequately documented air arrivals,Albania,Europe Other,Female,17 and under,9
2020-12-31,2020,4,Inadequately documented air arrivals,Albania,Europe Other,Female,18 to 24,36
2020-12-31,2020,4,Inadequately documented air arrivals,Albania,Europe Other,Female,25 to 39,22
2020-12-31,2020,4,Inadequately documented air arrivals,Albania,Europe Other,Female,40 and over,2
2020-12-31,2020,4,Inadequately documented air arrivals,Albania,Europe Other,Male,17 and under,10
2020-12-31,2020,4,Inadequately documented air arrivals,Albania,Europe Other,Male,18 to 24,86
2020-12-31,2020,4,Inadequately documented air arrivals,Albania,Europe Other,Male,25 to 39,100
2020-12-31,2020,4,Inadequately documented air arrivals,Albania,Europe Other,Male,40 and over,12
2020-12-31,2020,4,Inadequately documented air arrivals,Albania,Europe Other,Unknown,18 to 24,1
2020-12-31,2020,4,Inadequately documented air arrivals,Albania,Europe Other,Unknown,Unknown,2
2020-12-31,2020,4,Inadequately documented air arrivals,Algeria,Africa North,Male,18 to 24,5
2020-12-31,2020,4,Inadequately documented air arrivals,Algeria,Africa North,Male,25 to 39,3
2020-12-31,2020,4,Inadequately documented air arrivals,Algeria,Africa North,Male,40 and over,1
2020-12-31,2020,4,Inadequately documented air arrivals,Argentina,America Central and South,Male,25 to 39,1
2020-12-31,2020,4,Inadequately documented air arrivals,Armenia,Europe Other,Female,25 to 39,1
2020-12-31,2020,4,Inadequately documented air arrivals,Bangladesh,Asia South,Male,40 and over,2
2020-12-31,2020,4,Inadequately documented air arrivals,Brazil,America Central and South,Female,25 to 39,1
2020-12-31,2020,4,Inadequately documented air arrivals,Brazil,America Central and South,Female,40 and over,3
2020-12-31,2020,4,Inadequately documented air arrivals,Brazil,America Central and South,Male,17 and under,1
2020-12-31,2020,4,Inadequately documented air arrivals,Brazil,America Central and South,Male,25 to 39,2
2020-12-31,2020,4,Inadequately documented air arrivals,Brazil,America Central and South,Male,40 and over,1
2020-12-31,2020,4,Inadequately documented air arrivals,Brazil,America Central and South,Unknown,40 and over,3
2020-12-31,2020,4,Inadequately documented air arrivals,Cameroon,Africa Sub-Saharan,Male,25 to 39,1
2020-12-31,2020,4,Inadequately documented air arrivals,Chad,Africa Sub-Saharan,Female,17 and under,1
2020-12-31,2020,4,Inadequately documented air arrivals,Chad,Africa Sub-Saharan,Female,25 to 39,2
2020-12-31,2020,4,Inadequately documented air arrivals,China,Asia East,Female,17 and under,1
2020-12-31,2020,4,Inadequately documented air arrivals,Congo,Africa Sub-Saharan,Male,18 to 24,1
2020-12-31,2020,4,Inadequately documented air arrivals,Congo,Africa Sub-Saharan,Male,25 to 39,1
2020-12-31,2020,4,Inadequately documented air arrivals,Congo (Democratic Republic),Africa Sub-Saharan,Female,25 to 39,2
2020-12-31,2020,4,Inadequately documented air arrivals,Congo (Democratic Republic),Africa Sub-Saharan,Male,17 and under,2
2020-12-31,2020,4,Inadequately documented air arrivals,Congo (Democratic Republic),Africa Sub-Saharan,Male,25 to 39,1
2020-12-31,2020,4,Inadequately documented air arrivals,Eritrea,Africa Sub-Saharan,Female,17 and under,4
2020-12-31,2020,4,Inadequately documented air arrivals,Eritrea,Africa Sub-Saharan,Female,18 to 24,1
2020-12-31,2020,4,Inadequately documented air arrivals,Eritrea,Africa Sub-Saharan,Female,25 to 39,5
2020-12-31,2020,4,Inadequately documented air arrivals,Eritrea,Africa Sub-Saharan,Male,17 and under,3
2020-12-31,2020,4,Inadequately documented air arrivals,Eritrea,Africa Sub-Saharan,Male,18 to 24,5
2020-12-31,2020,4,Inadequately documented air arrivals,Eritrea,Africa Sub-Saharan,Male,25 to 39,11
2020-12-31,2020,4,Inadequately documented air arrivals,Eritrea,Africa Sub-Saharan,Male,40 and over,2
2020-12-31,2020,4,Inadequately documented air arrivals,Ethiopia,Africa Sub-Saharan,Female,25 to 39,1
2020-12-31,2020,4,Inadequately documented air arrivals,Ethiopia,Africa Sub-Saharan,Male,25 to 39,1
2020-12-31,2020,4,Inadequately documented air arrivals,France,EU 14,Male,18 to 24,1
2020-12-31,2020,4,Inadequately documented air arrivals,"Gambia, The",Africa Sub-Saharan,Male,25 to 39,2
2020-12-31,2020,4,Inadequately documented air arrivals,"Gambia, The",Africa Sub-Saharan,Male,40 and over,1
2020-12-31,2020,4,Inadequately documented air arrivals,Georgia,Europe Other,Female,17 and under,2
2020-12-31,2020,4,Inadequately documented air arrivals,Georgia,Europe Other,Female,18 to 24,1
2020-12-31,2020,4,Inadequately documented air arrivals,Georgia,Europe Other,Female,25 to 39,2
2020-12-31,2020,4,Inadequately documented air arrivals,Georgia,Europe Other,Female,40 and over,8
2020-12-31,2020,4,Inadequately documented air arrivals,Georgia,Europe Other,Male,17 and under,2
2020-12-31,2020,4,Inadequately documented air arrivals,Georgia,Europe Other,Male,18 to 24,12
2020-12-31,2020,4,Inadequately documented air arrivals,Georgia,Europe Other,Male,25 to 39,14
2020-12-31,2020,4,Inadequately documented air arrivals,Georgia,Europe Other,Male,40 and over,12
2020-12-31,2020,4,Inadequately documented air arrivals,Germany,EU 14,Male,25 to 39,1
2020-12-31,2020,4,Inadequately documented air arrivals,Ghana,Africa Sub-Saharan,Male,25 to 39,4
2020-12-31,2020,4,Inadequately documented air arrivals,Ghana,Africa Sub-Saharan,Male,40 and over,1
2020-12-31,2020,4,Inadequately documented air arrivals,Greece,EU 14,Male,25 to 39,1
2020-12-31,2020,4,Inadequately documented air arrivals,Guatemala,America Central and South,Male,18 to 24,1
2020-12-31,2020,4,Inadequately documented air arrivals,Hong Kong,Asia East,Male,25 to 39,1
2020-12-31,2020,4,Inadequately documented air arrivals,Hungary,EU 8,Female,18 to 24,1
2020-12-31,2020,4,Inadequately documented air arrivals,Hungary,EU 8,Male,18 to 24,1
2020-12-31,2020,4,Inadequately documented air arrivals,India,Asia South,Female,25 to 39,5
2020-12-31,2020,4,Inadequately documented air arrivals,India,Asia South,Female,40 and over,2
2020-12-31,2020,4,Inadequately documented air arrivals,India,Asia South,Male,17 and under,1
2020-12-31,2020,4,Inadequately documented air arrivals,India,Asia South,Male,18 to 24,11
2020-12-31,2020,4,Inadequately documented air arrivals,India,Asia South,Male,25 to 39,15
2020-12-31,2020,4,Inadequately documented air arrivals,India,Asia South,Male,40 and over,2
2020-12-31,2020,4,Inadequately documented air arrivals,Iran,Middle East,Female,17 and under,2
2020-12-31,2020,4,Inadequately documented air arrivals,Iran,Middle East,Female,18 to 24,3
2020-12-31,2020,4,Inadequately documented air arrivals,Iran,Middle East,Female,25 to 39,13
2020-12-31,2020,4,Inadequately documented air arrivals,Iran,Middle East,Female,40 and over,4
2020-12-31,2020,4,Inadequately documented air arrivals,Iran,Middle East,Male,17 and under,4
2020-12-31,2020,4,Inadequately documented air arrivals,Iran,Middle East,Male,18 to 24,4
2020-12-31,2020,4,Inadequately documented air arrivals,Iran,Middle East,Male,25 to 39,19
2020-12-31,2020,4,Inadequately documented air arrivals,Iran,Middle East,Male,40 and over,9
2020-12-31,2020,4,Inadequately documented air arrivals,Iraq,Middle East,Female,18 to 24,1
2020-12-31,2020,4,Inadequately documented air arrivals,Iraq,Middle East,Female,25 to 39,2
2020-12-31,2020,4,Inadequately documented air arrivals,Iraq,Middle East,Male,18 to 24,3
2020-12-31,2020,4,Inadequately documented air arrivals,Iraq,Middle East,Male,25 to 39,4
2020-12-31,2020,4,Inadequately documented air arrivals,Italy,EU 14,Male,25 to 39,1
2020-12-31,2020,4,Inadequately documented air arrivals,Ivory Coast,Africa Sub-Saharan,Male,25 to 39,1
2020-12-31,2020,4,Inadequately documented air arrivals,Kosovo,Europe Other,Male,25 to 39,1
2020-12-31,2020,4,Inadequately documented air arrivals,Kuwait,Middle East,Female,17 and under,1
2020-12-31,2020,4,Inadequately documented air arrivals,Kuwait,Middle East,Female,18 to 24,1
2020-12-31,2020,4,Inadequately documented air arrivals,Kuwait,Middle East,Female,25 to 39,1
2020-12-31,2020,4,Inadequately documented air arrivals,Kuwait,Middle East,Male,17 and under,1
2020-12-31,2020,4,Inadequately documented air arrivals,Kuwait,Middle East,Male,25 to 39,1
2020-12-31,2020,4,Inadequately documented air arrivals,Kuwait,Middle East,Male,40 and over,1
2020-12-31,2020,4,Inadequately documented air arrivals,Latvia,EU 8,Female,17 and under,1
2020-12-31,2020,4,Inadequately documented air arrivals,Libya,Africa North,Female,17 and under,2
2020-12-31,2020,4,Inadequately documented air arrivals,Libya,Africa North,Female,25 to 39,2
2020-12-31,2020,4,Inadequately documented air arrivals,Libya,Africa North,Male,17 and under,6
2020-12-31,2020,4,Inadequately documented air arrivals,Libya,Africa North,Male,25 to 39,4
2020-12-31,2020,4,Inadequately documented air arrivals,Libya,Africa North,Male,40 and over,2
2020-12-31,2020,4,Inadequately documented air arrivals,Mali,Africa Sub-Saharan,Male,25 to 39,1
2020-12-31,2020,4,Inadequately documented air arrivals,Morocco,Africa North,Male,40 and over,1
2020-12-31,2020,4,Inadequately documented air arrivals,Nigeria,Africa Sub-Saharan,Female,17 and under,1
2020-12-31,2020,4,Inadequately documented air arrivals,Nigeria,Africa Sub-Saharan,Female,25 to 39,1
2020-12-31,2020,4,Inadequately documented air arrivals,Nigeria,Africa Sub-Saharan,Male,25 to 39,2
2020-12-31,2020,4,Inadequately documented air arrivals,Occupied Palestinian Territories,Middle East,Female,18 to 24,2
2020-12-31,2020,4,Inadequately documented air arrivals,Occupied Palestinian Territories,Middle East,Male,25 to 39,2
2020-12-31,2020,4,Inadequately documented air arrivals,Other and unknown,Other,Male,18 to 24,1
2020-12-31,2020,4,Inadequately documented air arrivals,Other and unknown,Other,Male,25 to 39,2
2020-12-31,2020,4,Inadequately documented air arrivals,Other and unknown,Other,Male,40 and over,1
2020-12-31,2020,4,Inadequately documented air arrivals,Other and unknown,Other,Unknown,40 and over,1
2020-12-31,2020,4,Inadequately documented air arrivals,Other and unknown,Other,Unknown,Unknown,1
2020-12-31,2020,4,Inadequately documented air arrivals,Pakistan,Asia South,Female,17 and under,2
2020-12-31,2020,4,Inadequately documented air arrivals,Pakistan,Asia South,Female,25 to 39,1
2020-12-31,2020,4,Inadequately documented air arrivals,Pakistan,Asia South,Male,18 to 24,1
2020-12-31,2020,4,Inadequately documented air arrivals,Pakistan,Asia South,Male,25 to 39,6
2020-12-31,2020,4,Inadequately documented air arrivals,Pakistan,Asia South,Male,40 and over,1
2020-12-31,2020,4,Inadequately documented air arrivals,Philippines,Asia South East,Male,25 to 39,1
2020-12-31,2020,4,Inadequately documented air arrivals,Russia,Europe Other,Female,17 and under,2
2020-12-31,2020,4,Inadequately documented air arrivals,Russia,Europe Other,Female,25 to 39,2
2020-12-31,2020,4,Inadequately documented air arrivals,Russia,Europe Other,Female,40 and over,1
2020-12-31,2020,4,Inadequately documented air arrivals,Russia,Europe Other,Male,17 and under,3
2020-12-31,2020,4,Inadequately documented air arrivals,Russia,Europe Other,Male,25 to 39,1
2020-12-31,2020,4,Inadequately documented air arrivals,Somalia,Africa Sub-Saharan,Female,17 and under,1
2020-12-31,2020,4,Inadequately documented air arrivals,Somalia,Africa Sub-Saharan,Female,18 to 24,1
2020-12-31,2020,4,Inadequately documented air arrivals,Somalia,Africa Sub-Saharan,Female,40 and over,1
2020-12-31,2020,4,Inadequately documented air arrivals,Somalia,Africa Sub-Saharan,Male,17 and under,1
2020-12-31,2020,4,Inadequately documented air arrivals,Somalia,Africa Sub-Saharan,Male,18 to 24,4
2020-12-31,2020,4,Inadequately documented air arrivals,Somalia,Africa Sub-Saharan,Male,25 to 39,2
2020-12-31,2020,4,Inadequately documented air arrivals,Somalia,Africa Sub-Saharan,Male,40 and over,1
2020-12-31,2020,4,Inadequately documented air arrivals,Spain,EU 14,Male,25 to 39,1
2020-12-31,2020,4,Inadequately documented air arrivals,Sri Lanka,Asia South,Male,18 to 24,4
2020-12-31,2020,4,Inadequately documented air arrivals,Sri Lanka,Asia South,Male,25 to 39,4
2020-12-31,2020,4,Inadequately documented air arrivals,Sri Lanka,Asia South,Male,40 and over,1
2020-12-31,2020,4,Inadequately documented air arrivals,Stateless,Other,Female,17 and under,2
2020-12-31,2020,4,Inadequately documented air arrivals,Stateless,Other,Female,18 to 24,1
2020-12-31,2020,4,Inadequately documented air arrivals,Stateless,Other,Female,25 to 39,1
2020-12-31,2020,4,Inadequately documented air arrivals,Stateless,Other,Female,40 and over,1
2020-12-31,2020,4,Inadequately documented air arrivals,Stateless,Other,Male,25 to 39,8
2020-12-31,2020,4,Inadequately documented air arrivals,Stateless,Other,Male,40 and over,2
2020-12-31,2020,4,Inadequately documented air arrivals,Sudan,Africa North,Female,17 and under,1
2020-12-31,2020,4,Inadequately documented air arrivals,Sudan,Africa North,Female,25 to 39,1
2020-12-31,2020,4,Inadequately documented air arrivals,Sudan,Africa North,Male,18 to 24,1
2020-12-31,2020,4,Inadequately documented air arrivals,Sudan,Africa North,Male,25 to 39,5
2020-12-31,2020,4,Inadequately documented air arrivals,Sudan,Africa North,Male,40 and over,1
2020-12-31,2020,4,Inadequately documented air arrivals,Syria,Middle East,Female,17 and under,2
2020-12-31,2020,4,Inadequately documented air arrivals,Syria,Middle East,Female,18 to 24,2
2020-12-31,2020,4,Inadequately documented air arrivals,Syria,Middle East,Female,25 to 39,2
2020-12-31,2020,4,Inadequately documented air arrivals,Syria,Middle East,Male,17 and under,2
2020-12-31,2020,4,Inadequately documented air arrivals,Syria,Middle East,Male,18 to 24,2
