Date,Year,Quarter,Return type group,Return type,Return destination,Return destination region,Number of returns
2004-03-31,2004,1,Enforced return,Enforced removals,Afghanistan,Asia Central,66
2004-03-31,2004,1,Enforced return,Enforced removals,Albania,Europe Other,193
2004-03-31,2004,1,Enforced return,Enforced removals,Algeria,Africa North,59
2004-03-31,2004,1,Enforced return,Enforced removals,Angola,Africa Sub-Saharan,18
2004-03-31,2004,1,Enforced return,Enforced removals,Antigua and Barbuda,America Central and South,2
2004-03-31,2004,1,Enforced return,Enforced removals,Armenia,Europe Other,4
2004-03-31,2004,1,Enforced return,Enforced removals,Australia,Oceania,1
2004-03-31,2004,1,Enforced return,Enforced removals,Austria,EU 14,77
2004-03-31,2004,1,Enforced return,Enforced removals,Azerbaijan,Europe Other,4
2004-03-31,2004,1,Enforced return,Enforced removals,Bangladesh,Asia South,154
2004-03-31,2004,1,Enforced return,Enforced removals,Barbados,America Central and South,3
2004-03-31,2004,1,Enforced return,Enforced removals,Belarus,Europe Other,25
2004-03-31,2004,1,Enforced return,Enforced removals,Belgium,EU 14,25
2004-03-31,2004,1,Enforced return,Enforced removals,Bolivia,America Central and South,46
2004-03-31,2004,1,Enforced return,Enforced removals,Botswana,Africa Sub-Saharan,1
2004-03-31,2004,1,Enforced return,Enforced removals,Brazil,America Central and South,298
2004-03-31,2004,1,Enforced return,Enforced removals,Bulgaria,EU 2,25
2004-03-31,2004,1,Enforced return,Enforced removals,Burma,Asia South East,3
2004-03-31,2004,1,Enforced return,Enforced removals,Cameroon,Africa Sub-Saharan,18
2004-03-31,2004,1,Enforced return,Enforced removals,Canada,America North,2
2004-03-31,2004,1,Enforced return,Enforced removals,Cape Verde,Africa Sub-Saharan,1
2004-03-31,2004,1,Enforced return,Enforced removals,Chile,America Central and South,8
2004-03-31,2004,1,Enforced return,Enforced removals,China,Asia East,50
2004-03-31,2004,1,Enforced return,Enforced removals,Colombia,America Central and South,60
2004-03-31,2004,1,Enforced return,Enforced removals,Congo,Africa Sub-Saharan,5
2004-03-31,2004,1,Enforced return,Enforced removals,Congo (Democratic Republic),Africa Sub-Saharan,1
2004-03-31,2004,1,Enforced return,Enforced removals,Croatia,EU Other,20
2004-03-31,2004,1,Enforced return,Enforced removals,Cuba,America Central and South,1
2004-03-31,2004,1,Enforced return,Enforced removals,Cyprus,EU Other,8
2004-03-31,2004,1,Enforced return,Enforced removals,Czech Republic,EU 8,206
2004-03-31,2004,1,Enforced return,Enforced removals,Denmark,EU 14,9
2004-03-31,2004,1,Enforced return,Enforced removals,Dominica,America Central and South,1
2004-03-31,2004,1,Enforced return,Enforced removals,Ecuador,America Central and South,94
2004-03-31,2004,1,Enforced return,Enforced removals,Egypt,Africa North,11
2004-03-31,2004,1,Enforced return,Enforced removals,Equatorial Guinea,Africa Sub-Saharan,1
2004-03-31,2004,1,Enforced return,Enforced removals,Estonia,EU 8,31
2004-03-31,2004,1,Enforced return,Enforced removals,Finland,EU 14,1
2004-03-31,2004,1,Enforced return,Enforced removals,France,EU 14,123
2004-03-31,2004,1,Enforced return,Enforced removals,Gabon,Africa Sub-Saharan,1
2004-03-31,2004,1,Enforced return,Enforced removals,"Gambia, The",Africa Sub-Saharan,19
2004-03-31,2004,1,Enforced return,Enforced removals,Georgia,Europe Other,17
2004-03-31,2004,1,Enforced return,Enforced removals,Germany,EU 14,128
2004-03-31,2004,1,Enforced return,Enforced removals,Ghana,Africa Sub-Saharan,216
2004-03-31,2004,1,Enforced return,Enforced removals,Greece,EU 14,40
2004-03-31,2004,1,Enforced return,Enforced removals,Grenada,America Central and South,4
2004-03-31,2004,1,Enforced return,Enforced removals,Guatemala,America Central and South,1
2004-03-31,2004,1,Enforced return,Enforced removals,Guinea,Africa Sub-Saharan,5
2004-03-31,2004,1,Enforced return,Enforced removals,Guinea-Bissau,Africa Sub-Saharan,3
2004-03-31,2004,1,Enforced return,Enforced removals,Guyana,America Central and South,6
2004-03-31,2004,1,Enforced return,Enforced removals,Hong Kong,Asia East,9
2004-03-31,2004,1,Enforced return,Enforced removals,Hungary,EU 8,9
2004-03-31,2004,1,Enforced return,Enforced removals,India,Asia South,108
2004-03-31,2004,1,Enforced return,Enforced removals,Indonesia,Asia South East,3
2004-03-31,2004,1,Enforced return,Enforced removals,Iran,Middle East,12
2004-03-31,2004,1,Enforced return,Enforced removals,Iraq,Middle East,2
2004-03-31,2004,1,Enforced return,Enforced removals,Ireland,EU 14,79
2004-03-31,2004,1,Enforced return,Enforced removals,Israel,Middle East,1
2004-03-31,2004,1,Enforced return,Enforced removals,Italy,EU 14,110
2004-03-31,2004,1,Enforced return,Enforced removals,Ivory Coast,Africa Sub-Saharan,19
2004-03-31,2004,1,Enforced return,Enforced removals,Jamaica,America Central and South,463
2004-03-31,2004,1,Enforced return,Enforced removals,Jordan,Middle East,4
2004-03-31,2004,1,Enforced return,Enforced removals,Kenya,Africa Sub-Saharan,64
2004-03-31,2004,1,Enforced return,Enforced removals,Korea (South),Asia East,1
2004-03-31,2004,1,Enforced return,Enforced removals,Kuwait,Middle East,2
2004-03-31,2004,1,Enforced return,Enforced removals,Kyrgyzstan,Asia Central,1
2004-03-31,2004,1,Enforced return,Enforced removals,Latvia,EU 8,110
2004-03-31,2004,1,Enforced return,Enforced removals,Lebanon,Middle East,3
2004-03-31,2004,1,Enforced return,Enforced removals,Lesotho,Africa Sub-Saharan,1
2004-03-31,2004,1,Enforced return,Enforced removals,Liberia,Africa Sub-Saharan,7
2004-03-31,2004,1,Enforced return,Enforced removals,Libya,Africa North,8
2004-03-31,2004,1,Enforced return,Enforced removals,Lithuania,EU 8,286
2004-03-31,2004,1,Enforced return,Enforced removals,Luxembourg,EU 14,1
2004-03-31,2004,1,Enforced return,Enforced removals,Macedonia,Europe Other,3
2004-03-31,2004,1,Enforced return,Enforced removals,Malawi,Africa Sub-Saharan,27
2004-03-31,2004,1,Enforced return,Enforced removals,Malaysia,Asia South East,62
2004-03-31,2004,1,Enforced return,Enforced removals,Mauritius,Africa Sub-Saharan,7
2004-03-31,2004,1,Enforced return,Enforced removals,Mexico,America Central and South,2
2004-03-31,2004,1,Enforced return,Enforced removals,Moldova,Europe Other,31
2004-03-31,2004,1,Enforced return,Enforced removals,Mongolia,Asia East,34
2004-03-31,2004,1,Enforced return,Enforced removals,Morocco,Africa North,9
2004-03-31,2004,1,Enforced return,Enforced removals,Mozambique,Africa Sub-Saharan,4
2004-03-31,2004,1,Enforced return,Enforced removals,Namibia,Africa Sub-Saharan,3
2004-03-31,2004,1,Enforced return,Enforced removals,Nepal,Asia South,43
2004-03-31,2004,1,Enforced return,Enforced removals,Netherlands,EU 14,55
2004-03-31,2004,1,Enforced return,Enforced removals,New Zealand,Oceania,2
2004-03-31,2004,1,Enforced return,Enforced removals,Niger,Africa Sub-Saharan,2
2004-03-31,2004,1,Enforced return,Enforced removals,Nigeria,Africa Sub-Saharan,123
2004-03-31,2004,1,Enforced return,Enforced removals,Norway,Europe Other,2
2004-03-31,2004,1,Enforced return,Enforced removals,Other and unknown,Other,105
2004-03-31,2004,1,Enforced return,Enforced removals,Pakistan,Asia South,174
2004-03-31,2004,1,Enforced return,Enforced removals,Panama,America Central and South,1
2004-03-31,2004,1,Enforced return,Enforced removals,Peru,America Central and South,1
2004-03-31,2004,1,Enforced return,Enforced removals,Philippines,Asia South East,14
2004-03-31,2004,1,Enforced return,Enforced removals,Poland,EU 8,603
2004-03-31,2004,1,Enforced return,Enforced removals,Portugal,EU 14,3
2004-03-31,2004,1,Enforced return,Enforced removals,Romania,EU 2,389
2004-03-31,2004,1,Enforced return,Enforced removals,Russia,Europe Other,46
2004-03-31,2004,1,Enforced return,Enforced removals,Rwanda,Africa Sub-Saharan,13
2004-03-31,2004,1,Enforced return,Enforced removals,Senegal,Africa Sub-Saharan,7
2004-03-31,2004,1,Enforced return,Enforced removals,Serbia and Montenegro,Europe Other,412
2004-03-31,2004,1,Enforced return,Enforced removals,Seychelles,Africa Sub-Saharan,10
2004-03-31,2004,1,Enforced return,Enforced removals,Sierra Leone,Africa Sub-Saharan,15
2004-03-31,2004,1,Enforced return,Enforced removals,Singapore,Asia South East,2
2004-03-31,2004,1,Enforced return,Enforced removals,Slovakia,EU 8,47
2004-03-31,2004,1,Enforced return,Enforced removals,Slovenia,EU 8,2
2004-03-31,2004,1,Enforced return,Enforced removals,Solomon Islands,Oceania,2
2004-03-31,2004,1,Enforced return,Enforced removals,Somalia,Africa Sub-Saharan,2
2004-03-31,2004,1,Enforced return,Enforced removals,South Africa,Africa Sub-Saharan,46
2004-03-31,2004,1,Enforced return,Enforced removals,Spain,EU 14,11
2004-03-31,2004,1,Enforced return,Enforced removals,Sri Lanka,Asia South,69
2004-03-31,2004,1,Enforced return,Enforced removals,St. Lucia,America Central and South,5
2004-03-31,2004,1,Enforced return,Enforced removals,St. Vincent and the Grenadines,America Central and South,2
2004-03-31,2004,1,Enforced return,Enforced removals,Sudan,Africa North,4
2004-03-31,2004,1,Enforced return,Enforced removals,Sweden,EU 14,3
2004-03-31,2004,1,Enforced return,Enforced removals,Switzerland,Europe Other,12
2004-03-31,2004,1,Enforced return,Enforced removals,Syria,Middle East,6
2004-03-31,2004,1,Enforced return,Enforced removals,Tanzania,Africa Sub-Saharan,11
2004-03-31,2004,1,Enforced return,Enforced removals,Thailand,Asia South East,15
2004-03-31,2004,1,Enforced return,Enforced removals,Togo,Africa Sub-Saharan,1
2004-03-31,2004,1,Enforced return,Enforced removals,Trinidad and Tobago,America Central and South,9
2004-03-31,2004,1,Enforced return,Enforced removals,Tunisia,Africa North,5
2004-03-31,2004,1,Enforced return,Enforced removals,Turkey,Europe Other,49
2004-03-31,2004,1,Enforced return,Enforced removals,Turkmenistan,Asia Central,1
2004-03-31,2004,1,Enforced return,Enforced removals,Uganda,Africa Sub-Saharan,86
2004-03-31,2004,1,Enforced return,Enforced removals,Ukraine,Europe Other,143
2004-03-31,2004,1,Enforced return,Enforced removals,United Arab Emirates,Middle East,1
2004-03-31,2004,1,Enforced return,Enforced removals,United States,America North,20
2004-03-31,2004,1,Enforced return,Enforced removals,Uzbekistan,Asia Central,18
2004-03-31,2004,1,Enforced return,Enforced removals,Venezuela,America Central and South,3
2004-03-31,2004,1,Enforced return,Enforced removals,Yemen,Middle East,5
2004-03-31,2004,1,Enforced return,Enforced removals,Zambia,Africa Sub-Saharan,7
2004-03-31,2004,1,Enforced return,Enforced removals,Zimbabwe,Africa Sub-Saharan,13
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Afghanistan,Asia Central,1
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Albania,Europe Other,3
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Algeria,Africa North,4
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,American Samoa,Oceania,1
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Angola,Africa Sub-Saharan,1
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Antigua and Barbuda,America Central and South,11
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Argentina,America Central and South,21
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Australia,Oceania,53
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Austria,EU 14,43
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Azerbaijan,Europe Other,2
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,"Bahamas, The",America Central and South,1
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Bangladesh,Asia South,19
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Barbados,America Central and South,21
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Belgium,EU 14,97
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Bolivia,America Central and South,71
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Botswana,Africa Sub-Saharan,13
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Brazil,America Central and South,690
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Brunei,Asia South East,2
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Bulgaria,EU 2,14
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Burma,Asia South East,1
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Cameroon,Africa Sub-Saharan,3
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Canada,America North,65
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Chile,America Central and South,12
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,China,Asia East,20
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Colombia,America Central and South,7
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Congo,Africa Sub-Saharan,3
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Congo (Democratic Republic),Africa Sub-Saharan,1
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Costa Rica,America Central and South,2
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Croatia,EU Other,8
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Cuba,America Central and South,1
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Cyprus,EU Other,23
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Czech Republic,EU 8,156
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Denmark,EU 14,29
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Dominica,America Central and South,4
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Ecuador,America Central and South,1
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Egypt,Africa North,5
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Estonia,EU 8,27
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Ethiopia,Africa Sub-Saharan,10
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Faroe Islands,Europe Other,1
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Finland,EU 14,14
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,France,EU 14,4686
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Gabon,Africa Sub-Saharan,2
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,"Gambia, The",Africa Sub-Saharan,5
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Georgia,Europe Other,3
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Germany,EU 14,154
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Ghana,Africa Sub-Saharan,96
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Gibraltar (British),Other,1
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Greece,EU 14,13
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Grenada,America Central and South,9
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Guatemala,America Central and South,3
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Guinea,Africa Sub-Saharan,6
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Guinea-Bissau,Africa Sub-Saharan,1
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Guyana,America Central and South,3
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Honduras,America Central and South,2
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Hong Kong,Asia East,86
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Hungary,EU 8,54
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Iceland,Europe Other,3
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,India,Asia South,71
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Indonesia,Asia South East,8
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Iran,Middle East,2
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Iraq,Middle East,1
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Ireland,EU 14,56
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Israel,Middle East,27
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Italy,EU 14,139
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Ivory Coast,Africa Sub-Saharan,1
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Jamaica,America Central and South,196
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Japan,Asia East,30
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Jordan,Middle East,6
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Kenya,Africa Sub-Saharan,22
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Korea (North),Asia East,2
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Korea (South),Asia East,67
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Kyrgyzstan,Asia Central,3
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Latvia,EU 8,70
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Lebanon,Middle East,2
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Lesotho,Africa Sub-Saharan,1
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Libya,Africa North,5
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Lithuania,EU 8,224
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Macau,Asia East,3
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Malawi,Africa Sub-Saharan,95
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Malaysia,Asia South East,246
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Maldives,Asia South,2
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Malta,EU Other,2
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Mauritius,Africa Sub-Saharan,66
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Mexico,America Central and South,33
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Mongolia,Asia East,1
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Morocco,Africa North,3
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Namibia,Africa Sub-Saharan,10
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Nepal,Asia South,4
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Netherlands,EU 14,194
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,New Zealand,Oceania,19
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Nicaragua,America Central and South,5
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Nigeria,Africa Sub-Saharan,86
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Norway,Europe Other,14
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Oman,Middle East,1
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Other and unknown,Other,293
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Pakistan,Asia South,76
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Papua New Guinea,Oceania,2
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Paraguay,America Central and South,4
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Peru,America Central and South,2
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Philippines,Asia South East,13
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Poland,EU 8,581
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Portugal,EU 14,63
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Qatar,Middle East,1
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Romania,EU 2,25
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Russia,Europe Other,16
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Saudi Arabia,Middle East,1
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Senegal,Africa Sub-Saharan,3
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Serbia and Montenegro,Europe Other,10
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Seychelles,Africa Sub-Saharan,10
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Sierra Leone,Africa Sub-Saharan,4
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Singapore,Asia South East,25
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Slovakia,EU 8,90
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Slovenia,EU 8,3
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,South Africa,Africa Sub-Saharan,425
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Spain,EU 14,265
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Sri Lanka,Asia South,11
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,St. Kitts and Nevis,America Central and South,5
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,St. Lucia,America Central and South,21
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,St. Vincent and the Grenadines,America Central and South,9
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Swaziland,Africa Sub-Saharan,2
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Sweden,EU 14,66
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Switzerland,Europe Other,42
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Syria,Middle East,1
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Taiwan,Asia East,2
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Tanzania,Africa Sub-Saharan,6
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Thailand,Asia South East,11
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Trinidad and Tobago,America Central and South,50
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Tunisia,Africa North,4
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Turkey,Europe Other,7
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Turkmenistan,Asia Central,5
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Uganda,Africa Sub-Saharan,13
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Ukraine,Europe Other,9
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,United Arab Emirates,Middle East,47
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,United States,America North,302
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Uruguay,America Central and South,2
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Venezuela,America Central and South,48
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Yemen,Middle East,1
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Zambia,Africa Sub-Saharan,5
2004-03-31,2004,1,Refused entry at port and subsequently departed,N/A - pre-2007,Zimbabwe,Africa Sub-Saharan,27
2004-03-31,2004,1,Voluntary return,Assisted returns,Afghanistan,Asia Central,61
2004-03-31,2004,1,Voluntary return,Assisted returns,Albania,Europe Other,125
2004-03-31,2004,1,Voluntary return,Assisted returns,Algeria,Africa North,14
2004-03-31,2004,1,Voluntary return,Assisted returns,Angola,Africa Sub-Saharan,6
2004-03-31,2004,1,Voluntary return,Assisted returns,Bolivia,America Central and South,1
2004-03-31,2004,1,Voluntary return,Assisted returns,Botswana,Africa Sub-Saharan,2
2004-03-31,2004,1,Voluntary return,Assisted returns,Brazil,America Central and South,2
2004-03-31,2004,1,Voluntary return,Assisted returns,Canada,America North,6
2004-03-31,2004,1,Voluntary return,Assisted returns,Chile,America Central and South,3
2004-03-31,2004,1,Voluntary return,Assisted returns,Colombia,America Central and South,14
2004-03-31,2004,1,Voluntary return,Assisted returns,Congo,Africa Sub-Saharan,1
2004-03-31,2004,1,Voluntary return,Assisted returns,Congo (Democratic Republic),Africa Sub-Saharan,1
2004-03-31,2004,1,Voluntary return,Assisted returns,Croatia,EU Other,6
2004-03-31,2004,1,Voluntary return,Assisted returns,Czech Republic,EU 8,19
2004-03-31,2004,1,Voluntary return,Assisted returns,Ecuador,America Central and South,8
2004-03-31,2004,1,Voluntary return,Assisted returns,Ethiopia,Africa Sub-Saharan,3
2004-03-31,2004,1,Voluntary return,Assisted returns,"Gambia, The",Africa Sub-Saharan,1
2004-03-31,2004,1,Voluntary return,Assisted returns,Georgia,Europe Other,3
2004-03-31,2004,1,Voluntary return,Assisted returns,Guatemala,America Central and South,2
2004-03-31,2004,1,Voluntary return,Assisted returns,India,Asia South,2
2004-03-31,2004,1,Voluntary return,Assisted returns,Indonesia,Asia South East,1
2004-03-31,2004,1,Voluntary return,Assisted returns,Iran,Middle East,49
2004-03-31,2004,1,Voluntary return,Assisted returns,Iraq,Middle East,124
2004-03-31,2004,1,Voluntary return,Assisted returns,Israel,Middle East,2
2004-03-31,2004,1,Voluntary return,Assisted returns,Ivory Coast,Africa Sub-Saharan,1
2004-03-31,2004,1,Voluntary return,Assisted returns,Jamaica,America Central and South,1
2004-03-31,2004,1,Voluntary return,Assisted returns,Kazakhstan,Asia Central,1
2004-03-31,2004,1,Voluntary return,Assisted returns,Kenya,Africa Sub-Saharan,3
2004-03-31,2004,1,Voluntary return,Assisted returns,Kyrgyzstan,Asia Central,1
2004-03-31,2004,1,Voluntary return,Assisted returns,Latvia,EU 8,14
2004-03-31,2004,1,Voluntary return,Assisted returns,Lebanon,Middle East,2
2004-03-31,2004,1,Voluntary return,Assisted returns,Liberia,Africa Sub-Saharan,3
2004-03-31,2004,1,Voluntary return,Assisted returns,Lithuania,EU 8,5
2004-03-31,2004,1,Voluntary return,Assisted returns,Macedonia,Europe Other,2
2004-03-31,2004,1,Voluntary return,Assisted returns,Malaysia,Asia South East,1
2004-03-31,2004,1,Voluntary return,Assisted returns,Moldova,Europe Other,5
2004-03-31,2004,1,Voluntary return,Assisted returns,Mongolia,Asia East,2
2004-03-31,2004,1,Voluntary return,Assisted returns,Morocco,Africa North,1
