Date,Year,Quarter,Return type group,Return type,Return destination,Return destination region,Number of returns
2005-03-31,2005,1,Refused entry at port and subsequently departed,N/A - pre-2007,Ukraine,Europe Other,13
2005-03-31,2005,1,Refused entry at port and subsequently departed,N/A - pre-2007,United Arab Emirates,Middle East,15
2005-03-31,2005,1,Refused entry at port and subsequently departed,N/A - pre-2007,United States,America North,378
2005-03-31,2005,1,Refused entry at port and subsequently departed,N/A - pre-2007,Uruguay,America Central and South,2
2005-03-31,2005,1,Refused entry at port and subsequently departed,N/A - pre-2007,Uzbekistan,Asia Central,1
2005-03-31,2005,1,Refused entry at port and subsequently departed,N/A - pre-2007,Venezuela,America Central and South,36
2005-03-31,2005,1,Refused entry at port and subsequently departed,N/A - pre-2007,Vietnam,Asia South East,2
2005-03-31,2005,1,Refused entry at port and subsequently departed,N/A - pre-2007,Yemen,Middle East,1
2005-03-31,2005,1,Refused entry at port and subsequently departed,N/A - pre-2007,Zambia,Africa Sub-Saharan,7
2005-03-31,2005,1,Refused entry at port and subsequently departed,N/A - pre-2007,Zimbabwe,Africa Sub-Saharan,49
2005-03-31,2005,1,Voluntary return,Assisted returns,Afghanistan,Asia Central,101
2005-03-31,2005,1,Voluntary return,Assisted returns,Albania,Europe Other,126
2005-03-31,2005,1,Voluntary return,Assisted returns,Algeria,Africa North,4
2005-03-31,2005,1,Voluntary return,Assisted returns,Angola,Africa Sub-Saharan,14
2005-03-31,2005,1,Voluntary return,Assisted returns,Azerbaijan,Europe Other,4
2005-03-31,2005,1,Voluntary return,Assisted returns,Bangladesh,Asia South,2
2005-03-31,2005,1,Voluntary return,Assisted returns,Belarus,Europe Other,2
2005-03-31,2005,1,Voluntary return,Assisted returns,Bolivia,America Central and South,13
2005-03-31,2005,1,Voluntary return,Assisted returns,Brazil,America Central and South,17
2005-03-31,2005,1,Voluntary return,Assisted returns,Burkina,Africa Sub-Saharan,1
2005-03-31,2005,1,Voluntary return,Assisted returns,Burma,Asia South East,1
2005-03-31,2005,1,Voluntary return,Assisted returns,Burundi,Africa Sub-Saharan,1
2005-03-31,2005,1,Voluntary return,Assisted returns,Canada,America North,1
2005-03-31,2005,1,Voluntary return,Assisted returns,Chad,Africa Sub-Saharan,3
2005-03-31,2005,1,Voluntary return,Assisted returns,China,Asia East,11
2005-03-31,2005,1,Voluntary return,Assisted returns,Colombia,America Central and South,16
2005-03-31,2005,1,Voluntary return,Assisted returns,Congo,Africa Sub-Saharan,5
2005-03-31,2005,1,Voluntary return,Assisted returns,Croatia,EU Other,6
2005-03-31,2005,1,Voluntary return,Assisted returns,Ecuador,America Central and South,10
2005-03-31,2005,1,Voluntary return,Assisted returns,Ethiopia,Africa Sub-Saharan,5
2005-03-31,2005,1,Voluntary return,Assisted returns,"Gambia, The",Africa Sub-Saharan,1
2005-03-31,2005,1,Voluntary return,Assisted returns,Georgia,Europe Other,6
2005-03-31,2005,1,Voluntary return,Assisted returns,Ghana,Africa Sub-Saharan,2
2005-03-31,2005,1,Voluntary return,Assisted returns,Guatemala,America Central and South,1
2005-03-31,2005,1,Voluntary return,Assisted returns,Guinea,Africa Sub-Saharan,1
2005-03-31,2005,1,Voluntary return,Assisted returns,India,Asia South,9
2005-03-31,2005,1,Voluntary return,Assisted returns,Iran,Middle East,55
2005-03-31,2005,1,Voluntary return,Assisted returns,Iraq,Middle East,147
2005-03-31,2005,1,Voluntary return,Assisted returns,Israel,Middle East,1
2005-03-31,2005,1,Voluntary return,Assisted returns,Jamaica,America Central and South,8
2005-03-31,2005,1,Voluntary return,Assisted returns,Kazakhstan,Asia Central,4
2005-03-31,2005,1,Voluntary return,Assisted returns,Kenya,Africa Sub-Saharan,1
2005-03-31,2005,1,Voluntary return,Assisted returns,Lebanon,Middle East,2
2005-03-31,2005,1,Voluntary return,Assisted returns,Liberia,Africa Sub-Saharan,1
2005-03-31,2005,1,Voluntary return,Assisted returns,Mexico,America Central and South,1
2005-03-31,2005,1,Voluntary return,Assisted returns,Moldova,Europe Other,1
2005-03-31,2005,1,Voluntary return,Assisted returns,Mongolia,Asia East,2
2005-03-31,2005,1,Voluntary return,Assisted returns,Nepal,Asia South,1
2005-03-31,2005,1,Voluntary return,Assisted returns,Nigeria,Africa Sub-Saharan,4
2005-03-31,2005,1,Voluntary return,Assisted returns,Pakistan,Asia South,22
2005-03-31,2005,1,Voluntary return,Assisted returns,Romania,EU 2,1
2005-03-31,2005,1,Voluntary return,Assisted returns,Russia,Europe Other,10
2005-03-31,2005,1,Voluntary return,Assisted returns,Senegal,Africa Sub-Saharan,1
2005-03-31,2005,1,Voluntary return,Assisted returns,Serbia and Montenegro,Europe Other,26
2005-03-31,2005,1,Voluntary return,Assisted returns,Seychelles,Africa Sub-Saharan,4
2005-03-31,2005,1,Voluntary return,Assisted returns,Sierra Leone,Africa Sub-Saharan,2
2005-03-31,2005,1,Voluntary return,Assisted returns,Somalia,Africa Sub-Saharan,8
2005-03-31,2005,1,Voluntary return,Assisted returns,South Africa,Africa Sub-Saharan,8
2005-03-31,2005,1,Voluntary return,Assisted returns,Sri Lanka,Asia South,68
2005-03-31,2005,1,Voluntary return,Assisted returns,Sudan,Africa North,2
2005-03-31,2005,1,Voluntary return,Assisted returns,Syria,Middle East,1
2005-03-31,2005,1,Voluntary return,Assisted returns,Togo,Africa Sub-Saharan,1
2005-03-31,2005,1,Voluntary return,Assisted returns,Trinidad and Tobago,America Central and South,1
2005-03-31,2005,1,Voluntary return,Assisted returns,Turkey,Europe Other,6
2005-03-31,2005,1,Voluntary return,Assisted returns,Uganda,Africa Sub-Saharan,10
2005-03-31,2005,1,Voluntary return,Assisted returns,Ukraine,Europe Other,8
2005-03-31,2005,1,Voluntary return,Assisted returns,Vietnam,Asia South East,2
2005-03-31,2005,1,Voluntary return,Assisted returns,Zambia,Africa Sub-Saharan,1
2005-03-31,2005,1,Voluntary return,Assisted returns,Zimbabwe,Africa Sub-Saharan,28
2005-03-31,2005,1,Voluntary return,Controlled returns,Afghanistan,Asia Central,1
2005-03-31,2005,1,Voluntary return,Controlled returns,Albania,Europe Other,6
2005-03-31,2005,1,Voluntary return,Controlled returns,Angola,Africa Sub-Saharan,3
2005-03-31,2005,1,Voluntary return,Controlled returns,Australia,Oceania,7
2005-03-31,2005,1,Voluntary return,Controlled returns,Azerbaijan,Europe Other,1
2005-03-31,2005,1,Voluntary return,Controlled returns,Bangladesh,Asia South,21
2005-03-31,2005,1,Voluntary return,Controlled returns,Brazil,America Central and South,8
2005-03-31,2005,1,Voluntary return,Controlled returns,Bulgaria,EU 2,1
2005-03-31,2005,1,Voluntary return,Controlled returns,Burma,Asia South East,1
2005-03-31,2005,1,Voluntary return,Controlled returns,Burundi,Africa Sub-Saharan,1
2005-03-31,2005,1,Voluntary return,Controlled returns,Cameroon,Africa Sub-Saharan,1
2005-03-31,2005,1,Voluntary return,Controlled returns,Canada,America North,4
2005-03-31,2005,1,Voluntary return,Controlled returns,Chile,America Central and South,1
2005-03-31,2005,1,Voluntary return,Controlled returns,China,Asia East,9
2005-03-31,2005,1,Voluntary return,Controlled returns,Colombia,America Central and South,2
2005-03-31,2005,1,Voluntary return,Controlled returns,Croatia,EU Other,2
2005-03-31,2005,1,Voluntary return,Controlled returns,Denmark,EU 14,2
2005-03-31,2005,1,Voluntary return,Controlled returns,Ecuador,America Central and South,2
2005-03-31,2005,1,Voluntary return,Controlled returns,Egypt,Africa North,5
2005-03-31,2005,1,Voluntary return,Controlled returns,Equatorial Guinea,Africa Sub-Saharan,1
2005-03-31,2005,1,Voluntary return,Controlled returns,Fiji,Oceania,2
2005-03-31,2005,1,Voluntary return,Controlled returns,France,EU 14,7
2005-03-31,2005,1,Voluntary return,Controlled returns,"Gambia, The",Africa Sub-Saharan,3
2005-03-31,2005,1,Voluntary return,Controlled returns,Georgia,Europe Other,3
2005-03-31,2005,1,Voluntary return,Controlled returns,Ghana,Africa Sub-Saharan,71
2005-03-31,2005,1,Voluntary return,Controlled returns,Guyana,America Central and South,3
2005-03-31,2005,1,Voluntary return,Controlled returns,Hong Kong,Asia East,3
2005-03-31,2005,1,Voluntary return,Controlled returns,India,Asia South,51
2005-03-31,2005,1,Voluntary return,Controlled returns,Iran,Middle East,11
2005-03-31,2005,1,Voluntary return,Controlled returns,Ireland,EU 14,3
2005-03-31,2005,1,Voluntary return,Controlled returns,Israel,Middle East,1
2005-03-31,2005,1,Voluntary return,Controlled returns,Jamaica,America Central and South,27
2005-03-31,2005,1,Voluntary return,Controlled returns,Japan,Asia East,3
2005-03-31,2005,1,Voluntary return,Controlled returns,Jordan,Middle East,2
2005-03-31,2005,1,Voluntary return,Controlled returns,Kenya,Africa Sub-Saharan,10
2005-03-31,2005,1,Voluntary return,Controlled returns,Korea (South),Asia East,4
2005-03-31,2005,1,Voluntary return,Controlled returns,Kuwait,Middle East,4
2005-03-31,2005,1,Voluntary return,Controlled returns,Libya,Africa North,1
2005-03-31,2005,1,Voluntary return,Controlled returns,Malawi,Africa Sub-Saharan,1
2005-03-31,2005,1,Voluntary return,Controlled returns,Malaysia,Asia South East,18
2005-03-31,2005,1,Voluntary return,Controlled returns,Mauritius,Africa Sub-Saharan,1
2005-03-31,2005,1,Voluntary return,Controlled returns,Mexico,America Central and South,4
2005-03-31,2005,1,Voluntary return,Controlled returns,Moldova,Europe Other,1
2005-03-31,2005,1,Voluntary return,Controlled returns,Mongolia,Asia East,1
2005-03-31,2005,1,Voluntary return,Controlled returns,Morocco,Africa North,1
2005-03-31,2005,1,Voluntary return,Controlled returns,Nepal,Asia South,2
2005-03-31,2005,1,Voluntary return,Controlled returns,Netherlands,EU 14,3
2005-03-31,2005,1,Voluntary return,Controlled returns,New Zealand,Oceania,1
2005-03-31,2005,1,Voluntary return,Controlled returns,Nigeria,Africa Sub-Saharan,92
2005-03-31,2005,1,Voluntary return,Controlled returns,Other and unknown,Other,24
2005-03-31,2005,1,Voluntary return,Controlled returns,Pakistan,Asia South,58
2005-03-31,2005,1,Voluntary return,Controlled returns,Philippines,Asia South East,9
2005-03-31,2005,1,Voluntary return,Controlled returns,Portugal,EU 14,2
2005-03-31,2005,1,Voluntary return,Controlled returns,Qatar,Middle East,1
2005-03-31,2005,1,Voluntary return,Controlled returns,Romania,EU 2,14
2005-03-31,2005,1,Voluntary return,Controlled returns,Russia,Europe Other,2
2005-03-31,2005,1,Voluntary return,Controlled returns,Saudi Arabia,Middle East,1
2005-03-31,2005,1,Voluntary return,Controlled returns,Serbia and Montenegro,Europe Other,11
2005-03-31,2005,1,Voluntary return,Controlled returns,Sierra Leone,Africa Sub-Saharan,1
2005-03-31,2005,1,Voluntary return,Controlled returns,Singapore,Asia South East,4
2005-03-31,2005,1,Voluntary return,Controlled returns,Somalia,Africa Sub-Saharan,1
2005-03-31,2005,1,Voluntary return,Controlled returns,South Africa,Africa Sub-Saharan,10
2005-03-31,2005,1,Voluntary return,Controlled returns,Sri Lanka,Asia South,8
2005-03-31,2005,1,Voluntary return,Controlled returns,Syria,Middle East,1
2005-03-31,2005,1,Voluntary return,Controlled returns,Taiwan,Asia East,2
2005-03-31,2005,1,Voluntary return,Controlled returns,Tanzania,Africa Sub-Saharan,6
2005-03-31,2005,1,Voluntary return,Controlled returns,Thailand,Asia South East,6
2005-03-31,2005,1,Voluntary return,Controlled returns,Trinidad and Tobago,America Central and South,3
2005-03-31,2005,1,Voluntary return,Controlled returns,Tunisia,Africa North,1
2005-03-31,2005,1,Voluntary return,Controlled returns,Turkey,Europe Other,11
2005-03-31,2005,1,Voluntary return,Controlled returns,Uganda,Africa Sub-Saharan,14
2005-03-31,2005,1,Voluntary return,Controlled returns,Ukraine,Europe Other,2
2005-03-31,2005,1,Voluntary return,Controlled returns,United Arab Emirates,Middle East,12
2005-03-31,2005,1,Voluntary return,Controlled returns,United States,America North,10
2005-03-31,2005,1,Voluntary return,Controlled returns,Uzbekistan,Asia Central,1
2005-03-31,2005,1,Voluntary return,Controlled returns,Zambia,Africa Sub-Saharan,6
2005-03-31,2005,1,Voluntary return,Controlled returns,Zimbabwe,Africa Sub-Saharan,8
2005-03-31,2005,1,Voluntary return,Other verified returns,Albania,Europe Other,7
2005-03-31,2005,1,Voluntary return,Other verified returns,Algeria,Africa North,2
2005-03-31,2005,1,Voluntary return,Other verified returns,Colombia,America Central and South,1
2005-03-31,2005,1,Voluntary return,Other verified returns,Iran,Middle East,1
2005-03-31,2005,1,Voluntary return,Other verified returns,Serbia and Montenegro,Europe Other,8
2005-03-31,2005,1,Voluntary return,Other verified returns,South Africa,Africa Sub-Saharan,1
2005-06-30,2005,2,Enforced return,Enforced removals,Afghanistan,Asia Central,105
2005-06-30,2005,2,Enforced return,Enforced removals,Albania,Europe Other,119
2005-06-30,2005,2,Enforced return,Enforced removals,Algeria,Africa North,58
2005-06-30,2005,2,Enforced return,Enforced removals,Angola,Africa Sub-Saharan,45
2005-06-30,2005,2,Enforced return,Enforced removals,Armenia,Europe Other,2
2005-06-30,2005,2,Enforced return,Enforced removals,Australia,Oceania,5
2005-06-30,2005,2,Enforced return,Enforced removals,Austria,EU 14,47
2005-06-30,2005,2,Enforced return,Enforced removals,Azerbaijan,Europe Other,15
2005-06-30,2005,2,Enforced return,Enforced removals,Bangladesh,Asia South,156
2005-06-30,2005,2,Enforced return,Enforced removals,Barbados,America Central and South,4
2005-06-30,2005,2,Enforced return,Enforced removals,Belarus,Europe Other,8
2005-06-30,2005,2,Enforced return,Enforced removals,Belgium,EU 14,30
2005-06-30,2005,2,Enforced return,Enforced removals,Belize,America Central and South,1
2005-06-30,2005,2,Enforced return,Enforced removals,Benin,Africa Sub-Saharan,3
2005-06-30,2005,2,Enforced return,Enforced removals,Bolivia,America Central and South,26
2005-06-30,2005,2,Enforced return,Enforced removals,Bosnia and Herzegovina,Europe Other,5
2005-06-30,2005,2,Enforced return,Enforced removals,Botswana,Africa Sub-Saharan,6
2005-06-30,2005,2,Enforced return,Enforced removals,Brazil,America Central and South,276
2005-06-30,2005,2,Enforced return,Enforced removals,Bulgaria,EU 2,29
2005-06-30,2005,2,Enforced return,Enforced removals,Burma,Asia South East,1
2005-06-30,2005,2,Enforced return,Enforced removals,Burundi,Africa Sub-Saharan,2
2005-06-30,2005,2,Enforced return,Enforced removals,Cameroon,Africa Sub-Saharan,11
2005-06-30,2005,2,Enforced return,Enforced removals,Canada,America North,7
2005-06-30,2005,2,Enforced return,Enforced removals,Chad,Africa Sub-Saharan,2
2005-06-30,2005,2,Enforced return,Enforced removals,Chile,America Central and South,9
2005-06-30,2005,2,Enforced return,Enforced removals,China,Asia East,79
2005-06-30,2005,2,Enforced return,Enforced removals,Colombia,America Central and South,43
2005-06-30,2005,2,Enforced return,Enforced removals,Comoros,Africa Sub-Saharan,1
2005-06-30,2005,2,Enforced return,Enforced removals,Congo,Africa Sub-Saharan,7
2005-06-30,2005,2,Enforced return,Enforced removals,Congo (Democratic Republic),Africa Sub-Saharan,3
2005-06-30,2005,2,Enforced return,Enforced removals,Costa Rica,America Central and South,1
2005-06-30,2005,2,Enforced return,Enforced removals,Croatia,EU Other,14
2005-06-30,2005,2,Enforced return,Enforced removals,Cuba,America Central and South,2
2005-06-30,2005,2,Enforced return,Enforced removals,Cyprus,EU Other,6
2005-06-30,2005,2,Enforced return,Enforced removals,Czech Republic,EU 8,2
2005-06-30,2005,2,Enforced return,Enforced removals,Denmark,EU 14,13
2005-06-30,2005,2,Enforced return,Enforced removals,Dominica,America Central and South,2
2005-06-30,2005,2,Enforced return,Enforced removals,Ecuador,America Central and South,55
2005-06-30,2005,2,Enforced return,Enforced removals,Egypt,Africa North,24
2005-06-30,2005,2,Enforced return,Enforced removals,Eritrea,Africa Sub-Saharan,1
2005-06-30,2005,2,Enforced return,Enforced removals,Estonia,EU 8,2
2005-06-30,2005,2,Enforced return,Enforced removals,Ethiopia,Africa Sub-Saharan,1
2005-06-30,2005,2,Enforced return,Enforced removals,Fiji,Oceania,1
2005-06-30,2005,2,Enforced return,Enforced removals,France,EU 14,131
2005-06-30,2005,2,Enforced return,Enforced removals,"Gambia, The",Africa Sub-Saharan,13
2005-06-30,2005,2,Enforced return,Enforced removals,Georgia,Europe Other,17
2005-06-30,2005,2,Enforced return,Enforced removals,Germany,EU 14,116
2005-06-30,2005,2,Enforced return,Enforced removals,Ghana,Africa Sub-Saharan,246
2005-06-30,2005,2,Enforced return,Enforced removals,Greece,EU 14,68
2005-06-30,2005,2,Enforced return,Enforced removals,Grenada,America Central and South,2
2005-06-30,2005,2,Enforced return,Enforced removals,Guinea,Africa Sub-Saharan,5
2005-06-30,2005,2,Enforced return,Enforced removals,Guinea-Bissau,Africa Sub-Saharan,7
2005-06-30,2005,2,Enforced return,Enforced removals,Guyana,America Central and South,7
2005-06-30,2005,2,Enforced return,Enforced removals,Hong Kong,Asia East,10
2005-06-30,2005,2,Enforced return,Enforced removals,Hungary,EU 8,5
2005-06-30,2005,2,Enforced return,Enforced removals,India,Asia South,141
2005-06-30,2005,2,Enforced return,Enforced removals,Indonesia,Asia South East,5
2005-06-30,2005,2,Enforced return,Enforced removals,Iran,Middle East,19
2005-06-30,2005,2,Enforced return,Enforced removals,Iraq,Middle East,2
2005-06-30,2005,2,Enforced return,Enforced removals,Ireland,EU 14,69
2005-06-30,2005,2,Enforced return,Enforced removals,Israel,Middle East,5
2005-06-30,2005,2,Enforced return,Enforced removals,Italy,EU 14,125
2005-06-30,2005,2,Enforced return,Enforced removals,Ivory Coast,Africa Sub-Saharan,3
2005-06-30,2005,2,Enforced return,Enforced removals,Jamaica,America Central and South,332
2005-06-30,2005,2,Enforced return,Enforced removals,Japan,Asia East,4
2005-06-30,2005,2,Enforced return,Enforced removals,Jordan,Middle East,6
2005-06-30,2005,2,Enforced return,Enforced removals,Kazakhstan,Asia Central,2
2005-06-30,2005,2,Enforced return,Enforced removals,Kenya,Africa Sub-Saharan,25
2005-06-30,2005,2,Enforced return,Enforced removals,Korea (South),Asia East,6
2005-06-30,2005,2,Enforced return,Enforced removals,Kuwait,Middle East,5
2005-06-30,2005,2,Enforced return,Enforced removals,Kyrgyzstan,Asia Central,3
2005-06-30,2005,2,Enforced return,Enforced removals,Latvia,EU 8,4
2005-06-30,2005,2,Enforced return,Enforced removals,Lebanon,Middle East,5
2005-06-30,2005,2,Enforced return,Enforced removals,Liberia,Africa Sub-Saharan,3
2005-06-30,2005,2,Enforced return,Enforced removals,Libya,Africa North,12
2005-06-30,2005,2,Enforced return,Enforced removals,Lithuania,EU 8,3
2005-06-30,2005,2,Enforced return,Enforced removals,Luxembourg,EU 14,2
2005-06-30,2005,2,Enforced return,Enforced removals,Macau,Asia East,1
2005-06-30,2005,2,Enforced return,Enforced removals,Macedonia,Europe Other,10
2005-06-30,2005,2,Enforced return,Enforced removals,Malawi,Africa Sub-Saharan,49
2005-06-30,2005,2,Enforced return,Enforced removals,Malaysia,Asia South East,96
2005-06-30,2005,2,Enforced return,Enforced removals,Maldives,Asia South,1
2005-06-30,2005,2,Enforced return,Enforced removals,Mali,Africa Sub-Saharan,2
2005-06-30,2005,2,Enforced return,Enforced removals,Malta,EU Other,8
2005-06-30,2005,2,Enforced return,Enforced removals,Mauritius,Africa Sub-Saharan,11
2005-06-30,2005,2,Enforced return,Enforced removals,Mexico,America Central and South,5
2005-06-30,2005,2,Enforced return,Enforced removals,Moldova,Europe Other,20
2005-06-30,2005,2,Enforced return,Enforced removals,Mongolia,Asia East,40
2005-06-30,2005,2,Enforced return,Enforced removals,Morocco,Africa North,9
2005-06-30,2005,2,Enforced return,Enforced removals,Namibia,Africa Sub-Saharan,7
2005-06-30,2005,2,Enforced return,Enforced removals,Nepal,Asia South,34
2005-06-30,2005,2,Enforced return,Enforced removals,Netherlands,EU 14,52
2005-06-30,2005,2,Enforced return,Enforced removals,New Zealand,Oceania,3
2005-06-30,2005,2,Enforced return,Enforced removals,Niger,Africa Sub-Saharan,3
2005-06-30,2005,2,Enforced return,Enforced removals,Nigeria,Africa Sub-Saharan,282
2005-06-30,2005,2,Enforced return,Enforced removals,Norway,Europe Other,9
2005-06-30,2005,2,Enforced return,Enforced removals,Oman,Middle East,2
2005-06-30,2005,2,Enforced return,Enforced removals,Other and unknown,Other,87
2005-06-30,2005,2,Enforced return,Enforced removals,Pakistan,Asia South,243
2005-06-30,2005,2,Enforced return,Enforced removals,Peru,America Central and South,4
2005-06-30,2005,2,Enforced return,Enforced removals,Philippines,Asia South East,11
2005-06-30,2005,2,Enforced return,Enforced removals,Poland,EU 8,6
2005-06-30,2005,2,Enforced return,Enforced removals,Portugal,EU 14,9
2005-06-30,2005,2,Enforced return,Enforced removals,Romania,EU 2,417
2005-06-30,2005,2,Enforced return,Enforced removals,Russia,Europe Other,24
2005-06-30,2005,2,Enforced return,Enforced removals,Rwanda,Africa Sub-Saharan,3
2005-06-30,2005,2,Enforced return,Enforced removals,Senegal,Africa Sub-Saharan,6
2005-06-30,2005,2,Enforced return,Enforced removals,Serbia and Montenegro,Europe Other,380
2005-06-30,2005,2,Enforced return,Enforced removals,Seychelles,Africa Sub-Saharan,1
2005-06-30,2005,2,Enforced return,Enforced removals,Sierra Leone,Africa Sub-Saharan,19
2005-06-30,2005,2,Enforced return,Enforced removals,Slovakia,EU 8,13
2005-06-30,2005,2,Enforced return,Enforced removals,Slovenia,EU 8,2
2005-06-30,2005,2,Enforced return,Enforced removals,Somalia,Africa Sub-Saharan,2
2005-06-30,2005,2,Enforced return,Enforced removals,South Africa,Africa Sub-Saharan,77
2005-06-30,2005,2,Enforced return,Enforced removals,Spain,EU 14,15
2005-06-30,2005,2,Enforced return,Enforced removals,Sri Lanka,Asia South,44
2005-06-30,2005,2,Enforced return,Enforced removals,St. Kitts and Nevis,America Central and South,1
2005-06-30,2005,2,Enforced return,Enforced removals,St. Lucia,America Central and South,11
2005-06-30,2005,2,Enforced return,Enforced removals,St. Vincent and the Grenadines,America Central and South,5
2005-06-30,2005,2,Enforced return,Enforced removals,Sudan,Africa North,12
2005-06-30,2005,2,Enforced return,Enforced removals,Swaziland,Africa Sub-Saharan,3
2005-06-30,2005,2,Enforced return,Enforced removals,Sweden,EU 14,15
2005-06-30,2005,2,Enforced return,Enforced removals,Switzerland,Europe Other,4
2005-06-30,2005,2,Enforced return,Enforced removals,Syria,Middle East,13
2005-06-30,2005,2,Enforced return,Enforced removals,Tanzania,Africa Sub-Saharan,30
2005-06-30,2005,2,Enforced return,Enforced removals,Thailand,Asia South East,35
2005-06-30,2005,2,Enforced return,Enforced removals,Togo,Africa Sub-Saharan,11
2005-06-30,2005,2,Enforced return,Enforced removals,Trinidad and Tobago,America Central and South,16
2005-06-30,2005,2,Enforced return,Enforced removals,Tunisia,Africa North,2
2005-06-30,2005,2,Enforced return,Enforced removals,Turkey,Europe Other,113
2005-06-30,2005,2,Enforced return,Enforced removals,Turkmenistan,Asia Central,1
2005-06-30,2005,2,Enforced return,Enforced removals,Uganda,Africa Sub-Saharan,65
2005-06-30,2005,2,Enforced return,Enforced removals,Ukraine,Europe Other,79
2005-06-30,2005,2,Enforced return,Enforced removals,United States,America North,22
2005-06-30,2005,2,Enforced return,Enforced removals,Uruguay,America Central and South,1
2005-06-30,2005,2,Enforced return,Enforced removals,Uzbekistan,Asia Central,10
2005-06-30,2005,2,Enforced return,Enforced removals,Venezuela,America Central and South,4
2005-06-30,2005,2,Enforced return,Enforced removals,Vietnam,Asia South East,3
2005-06-30,2005,2,Enforced return,Enforced removals,Yemen,Middle East,1
2005-06-30,2005,2,Enforced return,Enforced removals,Zambia,Africa Sub-Saharan,7
2005-06-30,2005,2,Enforced return,Enforced removals,Zimbabwe,Africa Sub-Saharan,98
2005-06-30,2005,2,Refused entry at port and subsequently departed,N/A - pre-2007,Albania,Europe Other,4
2005-06-30,2005,2,Refused entry at port and subsequently departed,N/A - pre-2007,Algeria,Africa North,8
2005-06-30,2005,2,Refused entry at port and subsequently departed,N/A - pre-2007,American Samoa,Oceania,1
2005-06-30,2005,2,Refused entry at port and subsequently departed,N/A - pre-2007,Angola,Africa Sub-Saharan,2
2005-06-30,2005,2,Refused entry at port and subsequently departed,N/A - pre-2007,Antigua and Barbuda,America Central and South,10
2005-06-30,2005,2,Refused entry at port and subsequently departed,N/A - pre-2007,Argentina,America Central and South,17
2005-06-30,2005,2,Refused entry at port and subsequently departed,N/A - pre-2007,Australia,Oceania,63
2005-06-30,2005,2,Refused entry at port and subsequently departed,N/A - pre-2007,Austria,EU 14,10
2005-06-30,2005,2,Refused entry at port and subsequently departed,N/A - pre-2007,Bahrain,Middle East,2
2005-06-30,2005,2,Refused entry at port and subsequently departed,N/A - pre-2007,Bangladesh,Asia South,15
2005-06-30,2005,2,Refused entry at port and subsequently departed,N/A - pre-2007,Barbados,America Central and South,19
2005-06-30,2005,2,Refused entry at port and subsequently departed,N/A - pre-2007,Belarus,Europe Other,1
2005-06-30,2005,2,Refused entry at port and subsequently departed,N/A - pre-2007,Belgium,EU 14,201
2005-06-30,2005,2,Refused entry at port and subsequently departed,N/A - pre-2007,Belize,America Central and South,1
2005-06-30,2005,2,Refused entry at port and subsequently departed,N/A - pre-2007,Benin,Africa Sub-Saharan,1
2005-06-30,2005,2,Refused entry at port and subsequently departed,N/A - pre-2007,Bolivia,America Central and South,33
2005-06-30,2005,2,Refused entry at port and subsequently departed,N/A - pre-2007,Botswana,Africa Sub-Saharan,6
2005-06-30,2005,2,Refused entry at port and subsequently departed,N/A - pre-2007,Brazil,America Central and South,674
2005-06-30,2005,2,Refused entry at port and subsequently departed,N/A - pre-2007,Bulgaria,EU 2,24
2005-06-30,2005,2,Refused entry at port and subsequently departed,N/A - pre-2007,Burkina,Africa Sub-Saharan,2
2005-06-30,2005,2,Refused entry at port and subsequently departed,N/A - pre-2007,Burma,Asia South East,1
2005-06-30,2005,2,Refused entry at port and subsequently departed,N/A - pre-2007,Cameroon,Africa Sub-Saharan,2
2005-06-30,2005,2,Refused entry at port and subsequently departed,N/A - pre-2007,Canada,America North,91
2005-06-30,2005,2,Refused entry at port and subsequently departed,N/A - pre-2007,Chile,America Central and South,12
2005-06-30,2005,2,Refused entry at port and subsequently departed,N/A - pre-2007,China,Asia East,19
2005-06-30,2005,2,Refused entry at port and subsequently departed,N/A - pre-2007,Colombia,America Central and South,2
2005-06-30,2005,2,Refused entry at port and subsequently departed,N/A - pre-2007,Congo (Democratic Republic),Africa Sub-Saharan,2
2005-06-30,2005,2,Refused entry at port and subsequently departed,N/A - pre-2007,Costa Rica,America Central and South,2
2005-06-30,2005,2,Refused entry at port and subsequently departed,N/A - pre-2007,Croatia,EU Other,16
2005-06-30,2005,2,Refused entry at port and subsequently departed,N/A - pre-2007,Cuba,America Central and South,1
2005-06-30,2005,2,Refused entry at port and subsequently departed,N/A - pre-2007,Cyprus,EU Other,1
2005-06-30,2005,2,Refused entry at port and subsequently departed,N/A - pre-2007,Czech Republic,EU 8,5
2005-06-30,2005,2,Refused entry at port and subsequently departed,N/A - pre-2007,Denmark,EU 14,25
2005-06-30,2005,2,Refused entry at port and subsequently departed,N/A - pre-2007,Djibouti,Africa Sub-Saharan,1
2005-06-30,2005,2,Refused entry at port and subsequently departed,N/A - pre-2007,Dominica,America Central and South,1
2005-06-30,2005,2,Refused entry at port and subsequently departed,N/A - pre-2007,East Timor,Asia South East,2
2005-06-30,2005,2,Refused entry at port and subsequently departed,N/A - pre-2007,Ecuador,America Central and South,4
2005-06-30,2005,2,Refused entry at port and subsequently departed,N/A - pre-2007,Egypt,Africa North,15
2005-06-30,2005,2,Refused entry at port and subsequently departed,N/A - pre-2007,El Salvador,America Central and South,1
2005-06-30,2005,2,Refused entry at port and subsequently departed,N/A - pre-2007,Estonia,EU 8,2
